sep=	
2.243834486447638665e-01	-2.751999301419996158e-01
1.143459501118544858e-01	4.073448339355129066e-01
-9.926777668065041305e-02	-5.237267310505860918e-01
-1.946071046866140464e-01	3.947704641192889552e-01
-5.198496140990867265e-02	1.745612634141391617e-01
-3.294169420672083404e-01	3.123208338948739726e-01
7.634150182534342466e-02	9.295930323418139483e-04
-3.280533946712292370e-01	2.603193261453834451e-01
-1.081192277272226970e-01	-6.705668962641788688e-01
6.137201273628174469e-01	-3.175309513641275116e-02
1.948962223588613860e-02	-5.832288213374341446e-01
1.726991804555110255e-01	-2.295204747482914795e-02
-2.154162424051718830e-02	1.638700711505471919e-01
1.752843518449866134e-01	1.917683955354399644e-03
-3.861822765907526045e-01	-1.561438448358016262e-01
1.027557503743374012e-01	-5.310753777780228280e-01
-1.659808596309897688e-01	3.402011588236132922e-01
-7.489976371344400641e-02	-3.384827286284246006e-01
-3.849353489537284401e-01	-3.108593573302561031e-01
3.211681000327079039e-01	-3.375141915246196445e-02
-3.678537268998676724e-01	2.899302098730324739e-01
1.191906762194731573e-01	-1.407747179247977876e-01
1.679324776321085289e-01	-4.320051802218269899e-01
4.092578399301038949e-02	-1.372757075774702074e-01
-2.220101099249293386e-01	2.221413792928766603e-02
-6.417253743989524695e-02	4.443926009023295709e-01
5.189387769137733253e-01	1.692408661203781139e-01
2.204548372056168437e-01	4.896286865079898520e-01
-2.416584203159342636e-01	2.847116715587435509e-01
1.635392571229807579e-01	-1.477474319530411029e-01
5.450221397219905395e-01	-3.434915288245486004e-02
2.867748740828239828e-01	-4.182982883365626292e-01
2.727519191978449165e-01	-1.071488979494543969e-01
-1.562752488612673962e-01	8.356751831507758244e-01
-6.864978792290953313e-01	2.981334276445252729e-01
2.299159809113663910e-01	-3.076459494452672971e-01
-5.887153257404026396e-02	-2.582956641159207534e-01
-1.637257114112067868e-01	-7.668970420847769087e-02
-8.796430375751380579e-03	-3.042990621172472765e-01
-2.023716485344207172e-01	-1.882449651657223944e-01
2.059186805721954505e-01	-9.133453215684417259e-01
-1.654533412845713702e-01	2.309191122392986739e-01
1.200675900279445929e-01	4.491021063159235209e-03
2.043735746129432540e-02	-1.421461988495509865e-01
2.730608305382284384e-01	3.328412838852198297e-01
-6.883691813257036829e-01	4.447149219481518201e-01
-4.081963405062747491e-02	7.162159056952280278e-02
1.277132896332574541e-01	-5.078428036550567543e-02
-3.756410449468512991e-01	4.092157116502085912e-01
-2.103866867300953347e-01	-2.902816318177489086e-01
-4.002593771210422036e-01	3.533969846677935400e-02
3.505780115047560375e-01	1.569144284306381032e-01
-4.872917732442786504e-02	-2.357028294481949282e-01
-5.226958622690480727e-01	5.641328823209682541e-01
6.508815533513977181e-02	3.062376228722525351e-01
1.462067180935927302e-01	-6.108369285577842644e-01
2.828915614209943641e-01	5.781178232517556470e-01
-1.222129372314434970e-01	-3.462444188427224456e-01
1.920307787171029179e-01	5.096359894244643085e-01
-2.810047881645895140e-01	-2.516182761943533408e-01
5.949700477453770953e-01	2.052444792436358412e-01
2.663229106034077365e-01	9.842211884896975849e-02
4.882834753348581913e-02	2.616497508573868702e-02
1.300869047652308125e-02	-7.635843382896233544e-01
3.172463210466600764e-02	-2.166427645292174353e-01
-1.932782875289823163e-02	5.983047876006643284e-02
-2.432211289132097942e-01	1.584375594817355737e-01
-6.418765538192875431e-01	-3.803209053585702715e-01
3.244904175160621684e-01	-2.261874692776696394e-01
-6.375839133889186217e-01	2.336100643481686112e-01
1.212318645331053463e-01	-2.380550836517631719e-01
3.893876829540736662e-01	3.842869606144070499e-02
1.417824150696165852e-01	1.820036939231366169e-01
5.914900489923715643e-01	-1.088439481900293493e-01
3.567108264643539112e-02	1.453376831317112483e-01
-6.905098832470433212e-01	6.567454265827633864e-02
-3.401433832178012984e-01	1.132958724459358496e-01
2.724944214156632127e-01	-2.383848454911551562e-01
6.325277648353144766e-02	1.252047805643275724e-01
3.378312215994176415e-01	1.090360946447654911e-01
2.785803656833087949e-01	1.613640899903868720e-01
-6.710447335387780265e-01	5.497569439184306628e-01
-2.780998008291374682e-02	-2.786989239652567507e-01
-1.720407383882013863e-01	1.209887387550352550e-01
6.436622062179137016e-01	-2.762134680159281652e-01
2.720776319667583820e-01	3.489723391208879866e-01
9.365665691588385966e-02	-4.979551818032743049e-02
-3.363818609737359022e-01	9.555015006402252375e-02
2.525118624307038373e-01	1.216597075555712060e-01
-4.057118582988911148e-01	1.991243476535053680e-01
-2.290432735576928003e-01	2.721251547997876122e-02
-5.099072357720928483e-01	1.491945093523689148e-01
1.823006818046921662e-01	-1.670651104562640155e-01
-1.771217209245135316e-01	1.227807311250883777e-02
-3.138869722944516716e-01	-1.496058205081676196e-01
-2.392697874030250138e-01	1.048835885274189694e-01
8.528180648034021372e-02	-2.316276614995969318e-01
-5.439418626300420723e-01	1.947261729733720248e-01
4.790944913860218507e-02	-2.124405619492875374e-01
-3.853561441729181358e-01	5.619078455759635854e-02
2.568435472911451134e-01	1.018932114853842441e-01
4.278300936578786073e-01	2.312151224297137042e-01
-3.761486778706698009e-01	1.004451207169031329e-01
1.067225057244084868e-01	5.745392531268102010e-01
-4.660486304126888052e-02	-1.362146759766107995e-01
6.163632670509043843e-01	1.008294813748190771e-01
3.346747638342148501e-01	2.440812041621569783e-01
3.068632931527468521e-01	1.089654658541073101e-01
2.771907362218362092e-01	2.645346018524115106e-01
9.565571803111333482e-02	2.341662547790887561e-01
1.054108025179615188e-01	-2.001102287999676210e-01
-7.772890677765373901e-01	-1.218434782314065379e-01
-1.820715435388430004e-01	-8.215443700267638372e-03
2.631447387097632928e-01	1.798273997559277360e-01
-3.320708744444755278e-01	4.408587717732676686e-02
-2.628232680702118906e-01	-2.482763838858068062e-01
2.070776194696790640e-01	-3.508288980368242105e-01
8.819077362702132383e-02	-6.869659237034883570e-02
-7.092804035601278645e-02	-2.393199018096323627e-01
-2.605518274526963940e-01	8.376480941733700086e-03
-4.594670283404606731e-02	1.173350864809849237e-01
-2.850964529285683335e-01	-3.971408285700336882e-01
-1.895894978419752908e-01	-3.978247453553712676e-01
3.741697263487918645e-01	-4.125242288870661911e-01
1.610011789869606469e-01	-8.541018522255970635e-02
2.282054477194319364e-01	-3.511391753816939798e-01
-1.832248402924300246e-01	8.886266660011811480e-02
5.421080875445660752e-01	4.113864565712228166e-02
-3.041906026720699319e-01	-6.254747012939890771e-01
3.621636906614786322e-02	3.239788769317056283e-01
-2.283475966101635446e-01	5.741645821317761279e-03
6.743970518033409745e-01	-2.857828541578408266e-01
6.273681487098976550e-01	6.973818822808129647e-02
5.484446699791848193e-03	8.878836647291765694e-02
-4.975557853413903331e-01	-8.598741815104093966e-02
-5.990237337596259204e-01	1.651163295010876497e-01
2.395576715613153274e-01	2.729840048254740786e-03
1.149815092538133271e-01	-2.411512148274744249e-01
-4.587620675854188305e-03	-2.338223470955853589e-01
-5.246584323394333227e-01	2.330021567751049127e-01
-6.114003327171125823e-01	4.985617321127701618e-01
5.091067857481346159e-01	-2.382837957253873262e-01
7.364473477980894300e-02	3.709862200332017523e-02
-2.928041881104385125e-01	5.500873162019261908e-01
-1.322133046127054734e-01	-1.894592682049138777e-01
1.982402347303206247e-01	3.998440530020421213e-01
-7.326251217181790898e-02	-2.704464392634547409e-01
-2.362220760846925338e-01	-4.947280062549308521e-01
1.616081883503401873e-01	1.743649653281528072e-02
5.033347543578732888e-03	1.307959572018730365e-01
-3.286654673513601521e-01	-5.459332825227326547e-01
5.149470200150956245e-01	3.119512124118469232e-01
2.161663282575242151e-01	6.440170554533324043e-02
-1.714979017898844715e-01	4.818688282749957613e-02
-5.599933088122618363e-01	-7.691181923038936663e-02
1.503107861552203384e-01	3.285285079769642014e-01
-3.607401743006390937e-01	9.233034443862525587e-01
-9.909521513000268955e-02	2.591306095946553367e-01
1.717485206551690735e-01	2.970385808624875223e-01
-3.226632078907092915e-01	1.711419769283627559e-02
4.980422892288124403e-01	2.515132901856718603e-02
-1.891021393681879548e-01	3.539003295040291652e-01
-3.414676597114466028e-01	-3.746318665628203814e-01
5.179121225952220131e-01	-4.178510557480460963e-01
-6.463557784385620675e-01	-8.995124044696183319e-01
-7.387145373374408297e-02	3.762640235016775914e-01
1.898456421629022839e-01	-1.187372880340897136e-01
1.101021694238318166e-01	-2.360883717819885208e-01
5.484097645158925172e-01	-3.359925129030438135e-02
2.173266415130266083e-01	2.916960341949206281e-01
4.781898928599310761e-01	1.071420101034183531e-01
4.149709621704393281e-01	8.386951645361470642e-02
2.301457291218285128e-01	-9.499440982591599025e-02
6.451824971269003173e-02	1.082167717716481375e-01
-1.301422851119982960e-01	-1.399952878170832027e-01
-2.390753283620685732e-01	-3.491522316045684304e-01
1.267690904858789214e-01	-1.799173707107478565e-02
-1.756789852946586405e-01	1.035973142235695199e-01
-2.602269616261514984e-01	-3.078375718474901102e-01
2.182240430647781060e-01	-2.647036386892108184e-01
8.971563454746581123e-02	4.253660847979230386e-01
-9.653515388579789192e-02	-1.304037915013721016e-01
-3.683158457477440639e-01	-1.837574869577392189e-02
2.145273319597512107e-01	2.193721364533836662e-02
2.157629796107276565e-01	-7.404308898388394233e-01
-8.552339499570472958e-02	-4.883251252307820728e-02
9.297899892126768387e-03	8.418590900644877528e-02
2.567782569142100235e-01	3.805405450674541612e-01
-5.063592845623647865e-01	-4.643557298465221250e-01
1.448282693771454632e-01	9.437647323253989251e-02
4.090005353935054211e-02	-3.054836715826119153e-01
1.632552494790280584e-02	1.518227484767081803e-01
2.204875626794268809e-02	3.373697306291882358e-01
-2.453569299526271452e-01	-3.183113881897377956e-02
4.283881393637563595e-01	-5.815302094521859200e-01
4.416699460813486300e-02	6.553727052460582847e-01
1.879303369344041130e-01	8.122729131553638182e-02
-1.588001639966553913e-01	1.701202999084860112e-01
-1.986510947825531961e-02	-5.747298878199569999e-03
-2.779568461769099663e-01	-4.568474451035916539e-01
-5.319814548421368805e-01	-4.881248653386296432e-01
5.195464900231613198e-02	3.881632403348697080e-01
1.700355245401809212e-01	-4.110005540539399260e-01
-5.948786838048034653e-01	-9.570950842781099366e-02
-1.495659790661738042e-01	2.424049173118828504e-01
2.335252842166188683e-02	-2.585846912881932802e-01
1.157964232788174647e-01	1.574296072875788488e-01
1.792858006739078136e-01	2.377463097438993478e-01
3.313536284282576072e-01	5.758416887710854359e-02
2.484900796701420278e-01	6.332417366176081031e-02
-1.447386048448835172e-01	-2.070148313540462193e-01
-3.459922003937334622e-01	1.505834592080080581e-01
-4.484496369268521354e-01	2.279519081078079101e-01
-3.501101130625529634e-01	2.793699196338624291e-01
3.658765412996062283e-02	1.030892773348554975e-01
-1.647146549068682353e-01	2.101641939157982697e-01
3.848140209081265528e-01	-1.952063067137607133e-01
-1.483625142047176326e-01	-6.049340948624657398e-03
-4.018384613425438623e-01	1.714727365734279585e-01
4.255222117596158538e-01	2.634337351695419938e-01
9.951044348623740154e-02	-2.966925181498483721e-01
7.218462186169848360e-01	8.885233764790145816e-02
8.614207695145353894e-02	-3.165986189860842126e-01
-9.112016047414023268e-02	4.563717288113534193e-02
-1.552243660594373187e-01	1.590326990676493024e-01
1.426660819614304354e-01	-2.096400074083553389e-01
6.625864270314764104e-01	1.492859811779768120e-01
-5.262514561830640147e-01	8.342471816901660120e-02
4.419990683187910996e-01	-4.308095468368099423e-01
-5.201734807164778290e-02	-3.972625815835335583e-01
-1.504076387197377240e-01	-1.568482933996341033e-01
1.586738579953116124e-01	-3.105290037247716503e-02
1.503385192324190600e-01	-5.206390284765317622e-01
-2.839164080837917048e-01	-1.791529788321169769e-01
-3.405348237793792143e-01	1.285070714379855650e-01
9.906074084613682162e-02	-5.229468733718335427e-01
4.005859475249790025e-01	1.577304568903898641e-01
-2.773516845041352763e-01	-2.928106744333850431e-01
1.109213561159468481e-01	2.958566285728450596e-02
-1.688515774220495647e-01	3.951680675932416065e-02
-1.828922483411722366e-01	-7.033538252018803338e-02
2.459243452361444815e-01	-8.360847087495751895e-01
-3.137654522784696920e-01	1.091350755517318458e-03
2.130450730427176087e-01	-1.336877728432957213e-01
3.447982465155696175e-01	1.366416931047591821e-01
2.538911779556440873e-01	1.066294443566961209e-01
-4.303937195097624069e-01	3.511907798882455967e-01
6.412375892285918644e-01	-1.726445759958780135e-01
9.452313855701206802e-02	-1.421916214851271301e-02
2.547395023714449369e-01	5.128746230759959612e-01
2.331391685795161373e-01	-1.192317908213559735e-01
-3.555289177452103933e-01	1.178608271050390066e-01
1.741318447439451078e-01	-2.950583323756850174e-01
-1.165167415495898390e-01	3.938912145325710878e-01
-9.173462518036605839e-01	5.985953331755154982e-01
-1.121705392589690958e-01	-5.779801204209669002e-02
9.771577586450712685e-03	-1.775832247906783123e-01
7.755971875080817923e-02	-1.505384596866821134e-01
-2.049521493439191711e-01	5.998928231636559971e-01
2.186751307354245222e-01	-1.445847794996163839e-03
-4.371422806771443903e-01	-4.056013616027063229e-01
2.938680761459771529e-01	7.510558750663510752e-01
3.245769815752021503e-01	5.150809451972016006e-02
-3.607454232006906403e-01	-3.552008977393589784e-01
1.910143249974184665e-01	2.158789919308628236e-01
4.847010634803439189e-01	-3.998924504427285309e-01
1.419707658866196931e-01	6.525542914452954202e-01
-3.990070592853873221e-01	2.648801211667797459e-02
-3.463931855300424190e-02	2.223832495522521380e-01
1.606861836537620269e-01	6.216431196039712281e-01
2.428436169870538119e-01	3.169254446512545509e-01
-3.226241187853997050e-01	2.082214350554645599e-01
-1.025809673277002787e-01	-1.418794665797929178e-01
4.623030768602463536e-01	2.958085821841635599e-02
-9.395380404358161588e-03	-1.538779742466169220e-01
7.044290807864282689e-02	-6.063931518226132328e-02
-1.409918453662557282e-02	-3.545736209117694715e-02
2.767726599917086916e-01	1.179387666443066640e-01
1.724717495169586223e-01	-1.955992527938008874e-01
3.937244817392146490e-02	4.553217706115558205e-01
-1.475650600031082338e-01	3.285124011170273972e-01
-1.678679475949215461e-01	-4.510453067195213661e-01
-1.241337045018641588e-01	1.316172071774486529e-01
3.134785075051788050e-02	1.563658492626645580e-01
3.389155752666979660e-01	-3.984944833775092704e-02
-4.335909626397786709e-02	-4.156329440630145422e-01
3.100723468883212833e-02	-1.728253686397566435e-01
4.246465592670457534e-01	1.795341338469135239e-01
-7.616264072742596758e-01	-1.057444101834882459e-02
-6.055365436145508651e-02	2.629100062768202628e-01
5.117239130923876278e-01	-5.551769935342909523e-01
-1.808032690342841475e-01	-6.899415143658177429e-02
-5.501300469749986766e-01	-3.668677689122399332e-01
-6.010741557948886399e-02	4.133195676468853219e-01
-5.075396714715453284e-01	-1.256507795264061311e-01
-2.467248778441119908e-02	6.881123318887449880e-01
9.749130605932419813e-02	3.296404572873843919e-01
-8.756425905620882078e-02	-1.194507580489556492e-01
1.624899436709448947e-02	-2.087029825975928593e-02
-1.368184266725101517e-01	-1.199590433684701862e-01
5.793430459889913064e-02	-7.262449692395570588e-01
-1.692054613865555390e-01	2.984475724717806644e-01
4.635358734957302773e-01	-3.047540550857216202e-01
3.104563402812579032e-01	3.780087629750554234e-01
-3.461176399852443075e-01	-5.854182903223432988e-02
-1.577701926652289866e-01	-5.032920535144903840e-02
-2.554869387069236830e-01	2.147507387852598815e-01
1.472861012306262221e-02	3.548834569395349914e-01
2.414855553388678966e-01	-5.113070530479909559e-01
-4.324785891067859517e-02	-1.518433982012543093e-01
-7.828872637318012861e-02	-5.939276483898024706e-02
2.452004040273222593e-02	5.883822567300701217e-02
-2.929184095650188002e-01	1.970724797776429726e-01
-1.864022128165621905e-01	-1.887483013905995322e-01
1.525744967781783035e-01	-3.521676719891598389e-02
6.155658066319128485e-01	-4.837781543752628192e-03
-7.669981837614395226e-02	7.248390674215798857e-02
-2.867627139933554004e-01	6.029487846666174988e-01
1.710227659301578607e-01	3.373504324160467305e-01
-3.225844100412840754e-01	6.020096074051352053e-01
2.040798166012921244e-01	-3.379161119798753665e-01
5.477578056855179067e-01	-2.734380166254147260e-01
-4.500018976409635163e-02	8.080147109524205007e-02
-3.700843713577989247e-01	1.945978455190081891e-01
3.096335921832872873e-01	2.324492619918357497e-02
-6.355698746313536152e-01	4.214497496933942711e-01
-8.089864292408120716e-02	-7.331854441194103622e-02
1.261078606611077124e-01	-1.523581414712897319e-01
3.444134050052582441e-01	5.099095825392574444e-01
-3.830882844084018690e-01	6.149935364722948217e-01
1.411802469147915018e-01	-2.459271891549034972e-01
-3.635479114152203040e-01	3.791748036005974654e-01
-1.661788691137681961e-01	-3.105074072247055589e-02
-4.424005316318982417e-02	-1.839906352660095057e-01
7.591643828879102163e-01	1.356159874366033302e-01
6.743302735474742370e-03	-4.892692535051048064e-01
8.992068444136150362e-02	-8.460489713494409245e-03
2.222799144733655641e-01	4.128777580755643717e-01
-1.789605431226656829e-01	1.739311981235866222e-01
4.292739309049715957e-02	-9.847801534373960830e-02
-4.382622982477326068e-01	2.345714338734007920e-01
3.352035113677332978e-01	1.884060727623256548e-01
-2.768716766772995608e-01	2.073622925724824262e-01
1.559867145106452399e-02	3.528530388861171319e-01
1.708671584676500210e-01	-2.445988551941669087e-02
-2.519944750165314384e-01	-1.453780488694110806e-01
-2.677152043064338072e-01	2.361136570166915416e-01
2.633733203597318218e-01	1.774482329825489979e-01
5.359484413129917968e-01	2.194778480356355532e-01
-2.709664026069374398e-01	-5.449385796944685723e-01
2.662576832554523487e-01	-3.066176348392161133e-01
7.052241751482912768e-02	7.968034220298560177e-02
9.355578326897401320e-02	1.774809199849709807e-01
2.834372531357902125e-01	-3.721102603263979902e-01
-1.453842451412384884e-01	2.148289156504932240e-01
2.958727684183570239e-01	2.810201107134202916e-02
2.393698926458757148e-01	2.130722173228577210e-01
3.608978442788207674e-01	-1.445087322285762976e-01
2.414035324049610964e-01	-1.680029777059788565e-01
1.960670943492255971e-02	-4.193561398641892923e-01
-1.781324821783036028e-01	2.911632259928937372e-01
-2.748348852955279642e-01	-3.734450055524366485e-01
-2.125621601586804299e-01	1.226615943299102784e-01
7.121874163143060953e-03	8.091497401809930046e-02
6.632325791256014902e-02	9.650382134026193326e-02
7.723515330004590562e-02	-4.704435242422036478e-01
-2.093052743179423525e-01	3.728589345722032600e-01
-3.934721647096389163e-01	9.936100654586704772e-02
-1.973363760712097126e-01	1.569947080306995091e-01
4.208490247828716724e-01	7.202657333598565526e-01
2.896893425592974580e-01	-1.610106917295996143e-02
7.078778933662707162e-01	-6.088743393579875152e-01
-1.788220051266303234e-01	-2.156054489102122718e-01
6.156603667045360551e-01	-4.094177904108055044e-01
-5.802003868637024310e-03	2.506062539791470770e-02
-1.701166554425692090e-01	-1.887199977578886759e-02
-4.915956114312098335e-01	-5.806061990853396415e-02
1.598559214068343004e-01	-2.321592124090951503e-01
-1.227355184732011606e-01	-5.597803618402872328e-01
-3.173593897230967409e-01	-3.169755733878647508e-01
-2.776455597661702801e-01	-1.627999076600582518e-01
-3.173653342293048518e-01	-4.768620589699527207e-02
-2.480237766323145077e-01	-4.178274703458410844e-02
-1.787806777948630632e-01	-2.274918632603320778e-01
-2.113861841406336206e-01	-5.868239970165865793e-02
5.816213976184271273e-01	-2.665064764206127035e-01
8.837705339571934327e-02	1.443456572196270271e-01
-5.741287673303069328e-02	-6.081180313915157676e-01
3.861917625993128156e-01	5.358760004749142380e-01
-4.161352750104034826e-01	-1.871332202514362497e-01
7.941867444885526706e-02	3.438999529581417969e-01
4.547945721261569263e-01	-1.471205778567986344e-01
-5.730359589048037577e-02	-6.141731810945074560e-02
4.478766004074060531e-02	9.894408310691567288e-02
1.823148935331759049e-02	3.203061368658421393e-01
2.796221130724317327e-01	3.638232535322816763e-01
3.922981823492428521e-01	2.454738586247325050e-01
1.409756782490412808e-01	7.459250175203807620e-01
1.952925342016394866e-02	9.910075656372409336e-02
-2.976004601402205685e-01	3.636631133350390344e-01
-2.934652832550404544e-01	-2.389510883483289549e-01
-3.474568852751050985e-01	1.873830335625507881e-01
-3.810655416081471514e-01	3.831863062270426945e-01
-1.501565630944834695e-01	3.230299074736280307e-01
-4.269701506528014168e-01	2.478747007023814064e-02
3.140343338366671233e-01	-1.950334360707819126e-01
-1.405720198949940714e-01	-8.963578771926668243e-02
-3.151277193779905561e-01	-3.445869761279375387e-01
1.023150186657500460e-01	-1.423202267209302818e-01
-1.752902795490651477e-01	4.930255113550652823e-01
3.998971925235553226e-02	-1.196310141552831274e-01
-1.336953451565199291e-01	1.065196858196454793e-01
-3.854056325144731843e-01	3.790492125394658851e-01
8.085369085483068430e-02	2.349369296460198098e-01
4.217155845738397857e-01	1.159161023048774393e-02
-1.028078258429374198e-01	-1.393803321049483790e-01
8.131028549607320632e-02	-2.369146699420692503e-01
-2.091638287026657550e-01	1.178767798575455494e-01
1.404106167709702202e-01	1.418423913126779234e-01
2.477584920140646629e-01	-1.701408809795923460e-02
-1.968700709232130419e-01	4.905775911551213397e-01
9.246193768018017012e-02	-1.028745909969607936e-01
-4.855265311263776695e-01	3.249562116903769726e-01
-3.968595779741029145e-02	-1.825499472251307931e-01
-7.947254070336874643e-02	6.776870423049803638e-02
-5.760589668197211299e-01	-1.342680830705911786e-02
-2.247582907857619550e-01	-1.549983382559279033e-01
-1.547874111393215957e-01	8.004140986960209259e-02
3.607830126010949656e-01	-2.733406703406532356e-01
2.634072452832959543e-01	7.390354917437572668e-01
2.557147769261331471e-01	-1.018151402835889424e-01
7.258452190634759327e-02	1.753759442241239197e-01
7.333410029922097229e-01	-3.586022415348464887e-01
9.270697400475166883e-02	1.826733116000898716e-01
-3.937761218612959718e-02	-3.067925971199892202e-02
-4.792191712649495616e-01	2.814439325622944965e-01
-1.560505495230387618e-01	-6.548555808956481317e-02
-6.890783750722455636e-01	-2.692483016710367494e-01
3.956892588047218884e-01	-3.350857052612894460e-01
-1.808508874131339178e-02	1.816338144542885280e-01
1.827067732632319530e-01	3.999982374936165153e-01
-3.015152654918430430e-01	-7.404876459739638192e-03
-7.261323627556362514e-02	-3.456096183461585536e-01
-2.753202418545504515e-01	-6.907423660348017969e-02
-1.050812399607452263e-01	-5.867026366016796501e-01
2.085165098354580249e-01	-6.352565974202048493e-02
-1.109849650700426016e-01	3.651837541754242022e-01
-1.501566177415904757e-01	3.994575096833416494e-03
2.127510373665573717e-01	1.057397545834747044e-03
-1.430095625891858180e-01	-3.451749560083201551e-01
-6.930023011669258493e-01	1.167333951795153368e-01
1.904073644209527127e-01	-3.043777977457241546e-01
2.646892555460089724e-01	-3.982942084201900879e-01
-5.757919616825002418e-01	-2.714829578720761583e-01
-8.990605690692338170e-02	-3.923410994284838860e-01
3.804600421295037949e-01	5.844898067739462411e-01
2.751759669519132090e-01	-2.904686093296685034e-01
3.713582128190369702e-01	5.552424357644961672e-01
-5.357788890016599304e-01	2.737204584115896511e-01
-5.920994314229559574e-01	-4.898858947224107863e-02
-1.273001829791533257e-01	-1.890451045992047607e-01
-3.781989306822871044e-01	3.765557867843149498e-01
1.623375747665803392e-01	2.436590851461313267e-01
7.798759612034036892e-02	5.050801103630479100e-02
-9.452360080232752315e-01	2.258527860695782596e-01
2.391327804801755552e-01	4.934721871555266537e-01
5.929105263656685443e-01	1.208088033522458360e-01
8.225854073700207547e-02	2.917461059080911356e-01
2.836859156445942567e-02	4.378413992326967721e-04
-3.567893297933066310e-01	6.528475476025354931e-04
-2.106033673236261117e-01	-5.046992169266781986e-02
2.956495797888241198e-02	-5.136750446585863772e-01
-1.547205246404289858e-01	-1.441473221530597537e-01
-5.712440141705604768e-01	-2.263417758528839530e-01
-4.878357189138676220e-01	2.251300611736796187e-01
2.761384243600394917e-01	-7.007008812484531723e-02
-5.330949630663540662e-01	-1.650175456843617217e-01
-6.597708235835532398e-02	-5.528084307228718908e-01
5.242654817587322214e-01	1.819859870992683593e-01
3.253803135899504539e-01	2.695010913755931936e-01
4.762899667182610708e-01	-2.188920942910947132e-01
2.091267094872358567e-01	-4.379430547429899456e-02
-5.940655062785460405e-01	7.506352825875947099e-01
-2.422502858931694161e-02	1.228228340556401510e-01
-7.549105327276127431e-02	-3.029474273929173012e-01
-5.113670320473326369e-02	-5.285440362427057392e-02
-2.736383500443339764e-02	1.133312304773914370e-01
9.052027520696313140e-03	-3.236089160683952026e-01
2.289268653979451007e-01	-6.891864771864241075e-04
-1.016640269616059765e-02	3.808071606779057233e-02
1.614132243570976233e-01	-3.930262812498038771e-01
2.219891802773615863e-01	2.324600150281174449e-01
7.079092548526670636e-02	-8.352667586609419104e-02
1.949779216006422289e-01	-4.710924824447990655e-01
-5.657761017736797626e-01	5.698895305817022194e-01
-1.263011190106636816e-01	-1.644191068116253318e-01
2.413211754948300924e-02	-3.709129180974695683e-01
-1.917901235658659581e-02	-1.131753892752398148e-02
-6.611176572823099229e-02	3.630960420518285492e-01
1.754511195839978666e-01	-2.206779635939364326e-01
-1.314792479087997443e-02	3.289867740671374996e-01
-2.405881844314912074e-02	-1.375915169267191984e-01
-8.949075020756216969e-02	-2.527138507209286677e-01
-7.834404723773977786e-01	3.242482380172633238e-01
-2.060885051092206099e-01	9.622336406197852521e-02
-2.847115529508296716e-01	1.766944185616811380e-01
6.749093696964436617e-02	2.566701873604567211e-02
6.600606464779544824e-01	7.420347347349499955e-04
1.030445946388569844e-01	5.639729144559396667e-02
2.824215812193164865e-02	5.036137054139890046e-02
-3.601851973938333812e-02	3.295243466147771971e-01
3.418160463284429240e-01	-6.013431088120274604e-01
1.242557272031312166e-01	-5.909676764332619757e-03
3.492930977231654688e-01	-1.912968494567363620e-01
-2.414588545818563969e-01	3.079132760538609292e-01
-1.646578338710104061e-01	-2.400686566348884388e-01
-3.156029231416154213e-01	1.135059970817880182e-01
2.018665582175563356e-01	1.386256200916729797e-01
1.597850008982120151e-01	3.424706250325190715e-01
-3.276570360371137691e-01	1.084328102364057744e-01
1.328129465527105590e-01	-2.446290201021402155e-01
1.420626076433058882e-01	-2.248690056786848898e-02
-5.872041378739833485e-03	-1.829158023521989807e-01
2.987140536617290398e-01	4.016425703691274829e-01
-5.600903143866695633e-01	1.953275757420386838e-01
2.883234334965289469e-01	6.327622426001928979e-02
-9.818126081425265772e-02	-3.882923695523004398e-02
-5.361320975792953636e-01	-2.807782363090649894e-02
1.512585302095458550e-01	-4.984426113944204206e-01
3.713951507135397345e-01	-2.392023062506337672e-01
-1.805082234019405318e-01	-6.527247474147354067e-01
7.280174298913261177e-01	6.823007581815075662e-02
-3.743359161681289460e-01	-1.132027548736459915e-01
7.559519530337318605e-01	-1.815770958048852635e-01
3.698862673313084160e-01	1.644283689350247435e-01
-5.887742463800461207e-02	-6.223241151427826023e-02
3.118961294018020025e-01	-1.067109583490407493e-01
-5.614002726050913716e-02	1.380512065318162118e-01
9.319722876203127837e-02	1.679276074403738550e-01
6.814559409196670192e-02	-1.428040841721669452e-01
-3.097320388504765654e-01	-7.562700330544756822e-02
5.120411589599150465e-02	4.195758096253013325e-01
-5.834043626191448562e-01	-4.815927300879827566e-01
-9.204770171887413643e-02	6.036225143639433188e-01
2.431891401455622131e-02	2.097306121039356208e-01
7.286585459656748087e-01	-2.951579129444371619e-01
-1.058657146066525716e-02	-7.373240344487688169e-01
-6.788024931978861587e-02	1.574513715957303606e-01
-1.962793743144902459e-01	-2.816859251877287251e-01
6.101485560022802401e-01	-8.039720463988646315e-03
-5.087724065629606329e-01	6.481256089766463946e-01
3.453798619867108344e-01	1.669283963493444212e-01
5.691503171494735613e-02	-1.520204395932926444e-01
-1.191264774055029035e-01	-1.720190427471261774e-01
-6.412516646248176411e-01	-5.104471203782178224e-01
-1.182484250317640956e-01	4.370695184338538319e-02
7.226432771947179090e-02	-4.213034707768834736e-02
-9.131971386830865789e-02	-5.213136000818954091e-02
-1.881610531981740553e-01	3.032457815027813086e-01
-2.957017344611667653e-01	3.503249506154038628e-01
