1.4358078241+0.0880846605j,2.2816390991+0.0000000000j,1.3554619551-0.0876395255j,0.3730924726+0.0280638561j,-0.3152428865+0.2839940190j,-1.0500047207+0.5096592307j,-0.8414002657+0.5496797562j,-0.7214656472+0.3568751216j,-0.4610364437+0.0109458501j,-0.0969791412-0.3338561058j,0.1514543742-0.5326398015j,-0.0117176073-0.5175908208j,0.3114996254-0.3190021813j,-0.0678353980-0.0378141515j,-0.0773454532+0.2086373419j,0.0380127914+0.3378553092j,0.0999380946+0.3282862902j,-0.1961861104+0.2144175321j,-0.1648022532+0.0601512454j,-0.1267523468-0.0729545355j,-0.4731906354-0.1479746997j,0.0144112492-0.1588307321j,-0.1486154199-0.1226050407j,0.0230358522-0.0654698610j,0.0315346159-0.0101610608j,0.0943956375+0.0303528253j,0.0190873072+0.0527129509j,0.0589475110+0.0592892617j,-0.0975532755+0.0540415756j,-0.0892811269+0.0403308794j,0.0189495198+0.0209273640j,-0.1080360711-0.0009623478j,-0.0600263216-0.0211075116j,-0.0316749401-0.0348678641j,-0.0047377106-0.0387494415j,0.0672700480-0.0319568738j,-0.0294615589-0.0169844553j,0.0338425450+0.0011578925j,0.0383265316+0.0167569369j,-0.0232937001+0.0254246555j,-0.0457245745+0.0254809931j,-0.0397380404+0.0181976929j,-0.0567955375+0.0069506778j,-0.0673675761-0.0042349589j,-0.0430247374-0.0121055562j,-0.0366901942-0.0150589952j,0.0002009745-0.0132884746j,-0.0074861464-0.0083110742j,0.0081196902-0.0021948544j,-0.0229540374+0.0031790184j,0.0022538402+0.0065920469j,0.0239819977+0.0076345382j,-0.0379010960+0.0065861084j,0.0092858346+0.0041564293j,-0.0311647989+0.0012057961j,0.0244278740-0.0014797031j,-0.0022675206-0.0033322636j,0.0347350277-0.0040702387j,-0.0301065780-0.0037037898j,0.0236515421-0.0024900080j,0.0057215896-0.0008472012j,-0.0062229834+0.0007576576j,0.0103536975+0.0019258350j,-0.0110005112+0.0024199917j,0.0115623772+0.0022088836j,-0.0070994855+0.0014523942j,0.0092130871+0.0004345269j,0.0082899556-0.0005315701j,0.0142618427-0.0011951091j,-0.0087437322-0.0014284283j,-0.0136029599-0.0012428911j,-0.0010005881-0.0007620566j,-0.0034827974-0.0001673537j,-0.0037712450+0.0003626697j,-0.0098478990+0.0007005411j,0.0023962087+0.0007942122j,0.0012638621+0.0006657772j,-0.0106017496+0.0003905814j,0.0035261642+0.0000668128j,-0.0047071790-0.0002142165j,0.0033379318-0.0003896420j,-0.0074018426-0.0004349735j,-0.0041780281-0.0003626073j,-0.0032030204-0.0002117735j,0.0033075125-0.0000340413j,-0.0015772240+0.0001214234j,0.0046604327+0.0002194315j,0.0044557890+0.0002450547j,0.0024725730+0.0002039963j,-0.0001044437+0.0001178488j,0.0008146476+0.0000161264j,-0.0025481165-0.0000724964j,0.0025114655-0.0001274089j,0.0014953432-0.0001401051j,-0.0013993435-0.0001144436j,-0.0000457611-0.0000636160j,0.0061358702-0.0000051380j,0.0017298005+0.0000444823j,0.0029193088+0.0000739110j,-0.0009224403+0.0000790645j,-0.0014411670+0.0000629010j,0.0019265683+0.0000333892j,-0.0013908878+0.0000005268j,0.0015074789-0.0000266241j,0.0017829535-0.0000421103j
0.7635388374-0.0266959369j,1.4358078241+0.0880846605j,2.2816390991+0.0000000000j,1.3554619551-0.0876395255j,0.3730924726+0.0280638561j,-0.3152428865+0.2839940190j,-1.0500047207+0.5096592307j,-0.8414002657+0.5496797562j,-0.7214656472+0.3568751216j,-0.4610364437+0.0109458501j,-0.0969791412-0.3338561058j,0.1514543742-0.5326398015j,-0.0117176073-0.5175908208j,0.3114996254-0.3190021813j,-0.0678353980-0.0378141515j,-0.0773454532+0.2086373419j,0.0380127914+0.3378553092j,0.0999380946+0.3282862902j,-0.1961861104+0.2144175321j,-0.1648022532+0.0601512454j,-0.1267523468-0.0729545355j,-0.4731906354-0.1479746997j,0.0144112492-0.1588307321j,-0.1486154199-0.1226050407j,0.0230358522-0.0654698610j,0.0315346159-0.0101610608j,0.0943956375+0.0303528253j,0.0190873072+0.0527129509j,0.0589475110+0.0592892617j,-0.0975532755+0.0540415756j,-0.0892811269+0.0403308794j,0.0189495198+0.0209273640j,-0.1080360711-0.0009623478j,-0.0600263216-0.0211075116j,-0.0316749401-0.0348678641j,-0.0047377106-0.0387494415j,0.0672700480-0.0319568738j,-0.0294615589-0.0169844553j,0.0338425450+0.0011578925j,0.0383265316+0.0167569369j,-0.0232937001+0.0254246555j,-0.0457245745+0.0254809931j,-0.0397380404+0.0181976929j,-0.0567955375+0.0069506778j,-0.0673675761-0.0042349589j,-0.0430247374-0.0121055562j,-0.0366901942-0.0150589952j,0.0002009745-0.0132884746j,-0.0074861464-0.0083110742j,0.0081196902-0.0021948544j,-0.0229540374+0.0031790184j,0.0022538402+0.0065920469j,0.0239819977+0.0076345382j,-0.0379010960+0.0065861084j,0.0092858346+0.0041564293j,-0.0311647989+0.0012057961j,0.0244278740-0.0014797031j,-0.0022675206-0.0033322636j,0.0347350277-0.0040702387j,-0.0301065780-0.0037037898j,0.0236515421-0.0024900080j,0.0057215896-0.0008472012j,-0.0062229834+0.0007576576j,0.0103536975+0.0019258350j,-0.0110005112+0.0024199917j,0.0115623772+0.0022088836j,-0.0070994855+0.0014523942j,0.0092130871+0.0004345269j,0.0082899556-0.0005315701j,0.0142618427-0.0011951091j,-0.0087437322-0.0014284283j,-0.0136029599-0.0012428911j,-0.0010005881-0.0007620566j,-0.0034827974-0.0001673537j,-0.0037712450+0.0003626697j,-0.0098478990+0.0007005411j,0.0023962087+0.0007942122j,0.0012638621+0.0006657772j,-0.0106017496+0.0003905814j,0.0035261642+0.0000668128j,-0.0047071790-0.0002142165j,0.0033379318-0.0003896420j,-0.0074018426-0.0004349735j,-0.0041780281-0.0003626073j,-0.0032030204-0.0002117735j,0.0033075125-0.0000340413j,-0.0015772240+0.0001214234j,0.0046604327+0.0002194315j,0.0044557890+0.0002450547j,0.0024725730+0.0002039963j,-0.0001044437+0.0001178488j,0.0008146476+0.0000161264j,-0.0025481165-0.0000724964j,0.0025114655-0.0001274089j,0.0014953432-0.0001401051j,-0.0013993435-0.0001144436j,-0.0000457611-0.0000636160j,0.0061358702-0.0000051380j,0.0017298005+0.0000444823j,0.0029193088+0.0000739110j,-0.0009224403+0.0000790645j,-0.0014411670+0.0000629010j,0.0019265683+0.0000333892j,-0.0013908878+0.0000005268j,0.0015074789-0.0000266241j
-0.4162677824-0.2826763690j,0.7635388374-0.0266959369j,1.4358078241+0.0880846605j,2.2816390991+0.0000000000j,1.3554619551-0.0876395255j,0.3730924726+0.0280638561j,-0.3152428865+0.2839940190j,-1.0500047207+0.5096592307j,-0.8414002657+0.5496797562j,-0.7214656472+0.3568751216j,-0.4610364437+0.0109458501j,-0.0969791412-0.3338561058j,0.1514543742-0.5326398015j,-0.0117176073-0.5175908208j,0.3114996254-0.3190021813j,-0.0678353980-0.0378141515j,-0.0773454532+0.2086373419j,0.0380127914+0.3378553092j,0.0999380946+0.3282862902j,-0.1961861104+0.2144175321j,-0.1648022532+0.0601512454j,-0.1267523468-0.0729545355j,-0.4731906354-0.1479746997j,0.0144112492-0.1588307321j,-0.1486154199-0.1226050407j,0.0230358522-0.0654698610j,0.0315346159-0.0101610608j,0.0943956375+0.0303528253j,0.0190873072+0.0527129509j,0.0589475110+0.0592892617j,-0.0975532755+0.0540415756j,-0.0892811269+0.0403308794j,0.0189495198+0.0209273640j,-0.1080360711-0.0009623478j,-0.0600263216-0.0211075116j,-0.0316749401-0.0348678641j,-0.0047377106-0.0387494415j,0.0672700480-0.0319568738j,-0.0294615589-0.0169844553j,0.0338425450+0.0011578925j,0.0383265316+0.0167569369j,-0.0232937001+0.0254246555j,-0.0457245745+0.0254809931j,-0.0397380404+0.0181976929j,-0.0567955375+0.0069506778j,-0.0673675761-0.0042349589j,-0.0430247374-0.0121055562j,-0.0366901942-0.0150589952j,0.0002009745-0.0132884746j,-0.0074861464-0.0083110742j,0.0081196902-0.0021948544j,-0.0229540374+0.0031790184j,0.0022538402+0.0065920469j,0.0239819977+0.0076345382j,-0.0379010960+0.0065861084j,0.0092858346+0.0041564293j,-0.0311647989+0.0012057961j,0.0244278740-0.0014797031j,-0.0022675206-0.0033322636j,0.0347350277-0.0040702387j,-0.0301065780-0.0037037898j,0.0236515421-0.0024900080j,0.0057215896-0.0008472012j,-0.0062229834+0.0007576576j,0.0103536975+0.0019258350j,-0.0110005112+0.0024199917j,0.0115623772+0.0022088836j,-0.0070994855+0.0014523942j,0.0092130871+0.0004345269j,0.0082899556-0.0005315701j,0.0142618427-0.0011951091j,-0.0087437322-0.0014284283j,-0.0136029599-0.0012428911j,-0.0010005881-0.0007620566j,-0.0034827974-0.0001673537j,-0.0037712450+0.0003626697j,-0.0098478990+0.0007005411j,0.0023962087+0.0007942122j,0.0012638621+0.0006657772j,-0.0106017496+0.0003905814j,0.0035261642+0.0000668128j,-0.0047071790-0.0002142165j,0.0033379318-0.0003896420j,-0.0074018426-0.0004349735j,-0.0041780281-0.0003626073j,-0.0032030204-0.0002117735j,0.0033075125-0.0000340413j,-0.0015772240+0.0001214234j,0.0046604327+0.0002194315j,0.0044557890+0.0002450547j,0.0024725730+0.0002039963j,-0.0001044437+0.0001178488j,0.0008146476+0.0000161264j,-0.0025481165-0.0000724964j,0.0025114655-0.0001274089j,0.0014953432-0.0001401051j,-0.0013993435-0.0001144436j,-0.0000457611-0.0000636160j,0.0061358702-0.0000051380j,0.0017298005+0.0000444823j,0.0029193088+0.0000739110j,-0.0009224403+0.0000790645j,-0.0014411670+0.0000629010j,0.0019265683+0.0000333892j,-0.0013908878+0.0000005268j
-0.6791831255-0.5096154213j,-0.4162677824-0.2826763690j,0.7635388374-0.0266959369j,1.4358078241+0.0880846605j,2.2816390991+0.0000000000j,1.3554619551-0.0876395255j,0.3730924726+0.0280638561j,-0.3152428865+0.2839940190j,-1.0500047207+0.5096592307j,-0.8414002657+0.5496797562j,-0.7214656472+0.3568751216j,-0.4610364437+0.0109458501j,-0.0969791412-0.3338561058j,0.1514543742-0.5326398015j,-0.0117176073-0.5175908208j,0.3114996254-0.3190021813j,-0.0678353980-0.0378141515j,-0.0773454532+0.2086373419j,0.0380127914+0.3378553092j,0.0999380946+0.3282862902j,-0.1961861104+0.2144175321j,-0.1648022532+0.0601512454j,-0.1267523468-0.0729545355j,-0.4731906354-0.1479746997j,0.0144112492-0.1588307321j,-0.1486154199-0.1226050407j,0.0230358522-0.0654698610j,0.0315346159-0.0101610608j,0.0943956375+0.0303528253j,0.0190873072+0.0527129509j,0.0589475110+0.0592892617j,-0.0975532755+0.0540415756j,-0.0892811269+0.0403308794j,0.0189495198+0.0209273640j,-0.1080360711-0.0009623478j,-0.0600263216-0.0211075116j,-0.0316749401-0.0348678641j,-0.0047377106-0.0387494415j,0.0672700480-0.0319568738j,-0.0294615589-0.0169844553j,0.0338425450+0.0011578925j,0.0383265316+0.0167569369j,-0.0232937001+0.0254246555j,-0.0457245745+0.0254809931j,-0.0397380404+0.0181976929j,-0.0567955375+0.0069506778j,-0.0673675761-0.0042349589j,-0.0430247374-0.0121055562j,-0.0366901942-0.0150589952j,0.0002009745-0.0132884746j,-0.0074861464-0.0083110742j,0.0081196902-0.0021948544j,-0.0229540374+0.0031790184j,0.0022538402+0.0065920469j,0.0239819977+0.0076345382j,-0.0379010960+0.0065861084j,0.0092858346+0.0041564293j,-0.0311647989+0.0012057961j,0.0244278740-0.0014797031j,-0.0022675206-0.0033322636j,0.0347350277-0.0040702387j,-0.0301065780-0.0037037898j,0.0236515421-0.0024900080j,0.0057215896-0.0008472012j,-0.0062229834+0.0007576576j,0.0103536975+0.0019258350j,-0.0110005112+0.0024199917j,0.0115623772+0.0022088836j,-0.0070994855+0.0014523942j,0.0092130871+0.0004345269j,0.0082899556-0.0005315701j,0.0142618427-0.0011951091j,-0.0087437322-0.0014284283j,-0.0136029599-0.0012428911j,-0.0010005881-0.0007620566j,-0.0034827974-0.0001673537j,-0.0037712450+0.0003626697j,-0.0098478990+0.0007005411j,0.0023962087+0.0007942122j,0.0012638621+0.0006657772j,-0.0106017496+0.0003905814j,0.0035261642+0.0000668128j,-0.0047071790-0.0002142165j,0.0033379318-0.0003896420j,-0.0074018426-0.0004349735j,-0.0041780281-0.0003626073j,-0.0032030204-0.0002117735j,0.0033075125-0.0000340413j,-0.0015772240+0.0001214234j,0.0046604327+0.0002194315j,0.0044557890+0.0002450547j,0.0024725730+0.0002039963j,-0.0001044437+0.0001178488j,0.0008146476+0.0000161264j,-0.0025481165-0.0000724964j,0.0025114655-0.0001274089j,0.0014953432-0.0001401051j,-0.0013993435-0.0001144436j,-0.0000457611-0.0000636160j,0.0061358702-0.0000051380j,0.0017298005+0.0000444823j,0.0029193088+0.0000739110j,-0.0009224403+0.0000790645j,-0.0014411670+0.0000629010j,0.0019265683+0.0000333892j
-1.1971070766-0.5513387918j,-0.6791831255-0.5096154213j,-0.4162677824-0.2826763690j,0.7635388374-0.0266959369j,1.4358078241+0.0880846605j,2.2816390991+0.0000000000j,1.3554619551-0.0876395255j,0.3730924726+0.0280638561j,-0.3152428865+0.2839940190j,-1.0500047207+0.5096592307j,-0.8414002657+0.5496797562j,-0.7214656472+0.3568751216j,-0.4610364437+0.0109458501j,-0.0969791412-0.3338561058j,0.1514543742-0.5326398015j,-0.0117176073-0.5175908208j,0.3114996254-0.3190021813j,-0.0678353980-0.0378141515j,-0.0773454532+0.2086373419j,0.0380127914+0.3378553092j,0.0999380946+0.3282862902j,-0.1961861104+0.2144175321j,-0.1648022532+0.0601512454j,-0.1267523468-0.0729545355j,-0.4731906354-0.1479746997j,0.0144112492-0.1588307321j,-0.1486154199-0.1226050407j,0.0230358522-0.0654698610j,0.0315346159-0.0101610608j,0.0943956375+0.0303528253j,0.0190873072+0.0527129509j,0.0589475110+0.0592892617j,-0.0975532755+0.0540415756j,-0.0892811269+0.0403308794j,0.0189495198+0.0209273640j,-0.1080360711-0.0009623478j,-0.0600263216-0.0211075116j,-0.0316749401-0.0348678641j,-0.0047377106-0.0387494415j,0.0672700480-0.0319568738j,-0.0294615589-0.0169844553j,0.0338425450+0.0011578925j,0.0383265316+0.0167569369j,-0.0232937001+0.0254246555j,-0.0457245745+0.0254809931j,-0.0397380404+0.0181976929j,-0.0567955375+0.0069506778j,-0.0673675761-0.0042349589j,-0.0430247374-0.0121055562j,-0.0366901942-0.0150589952j,0.0002009745-0.0132884746j,-0.0074861464-0.0083110742j,0.0081196902-0.0021948544j,-0.0229540374+0.0031790184j,0.0022538402+0.0065920469j,0.0239819977+0.0076345382j,-0.0379010960+0.0065861084j,0.0092858346+0.0041564293j,-0.0311647989+0.0012057961j,0.0244278740-0.0014797031j,-0.0022675206-0.0033322636j,0.0347350277-0.0040702387j,-0.0301065780-0.0037037898j,0.0236515421-0.0024900080j,0.0057215896-0.0008472012j,-0.0062229834+0.0007576576j,0.0103536975+0.0019258350j,-0.0110005112+0.0024199917j,0.0115623772+0.0022088836j,-0.0070994855+0.0014523942j,0.0092130871+0.0004345269j,0.0082899556-0.0005315701j,0.0142618427-0.0011951091j,-0.0087437322-0.0014284283j,-0.0136029599-0.0012428911j,-0.0010005881-0.0007620566j,-0.0034827974-0.0001673537j,-0.0037712450+0.0003626697j,-0.0098478990+0.0007005411j,0.0023962087+0.0007942122j,0.0012638621+0.0006657772j,-0.0106017496+0.0003905814j,0.0035261642+0.0000668128j,-0.0047071790-0.0002142165j,0.0033379318-0.0003896420j,-0.0074018426-0.0004349735j,-0.0041780281-0.0003626073j,-0.0032030204-0.0002117735j,0.0033075125-0.0000340413j,-0.0015772240+0.0001214234j,0.0046604327+0.0002194315j,0.0044557890+0.0002450547j,0.0024725730+0.0002039963j,-0.0001044437+0.0001178488j,0.0008146476+0.0000161264j,-0.0025481165-0.0000724964j,0.0025114655-0.0001274089j,0.0014953432-0.0001401051j,-0.0013993435-0.0001144436j,-0.0000457611-0.0000636160j,0.0061358702-0.0000051380j,0.0017298005+0.0000444823j,0.0029193088+0.0000739110j,-0.0009224403+0.0000790645j,-0.0014411670+0.0000629010j
-1.0042369366-0.3594877422j,-1.1971070766-0.5513387918j,-0.6791831255-0.5096154213j,-0.4162677824-0.2826763690j,0.7635388374-0.0266959369j,1.4358078241+0.0880846605j,2.2816390991+0.0000000000j,1.3554619551-0.0876395255j,0.3730924726+0.0280638561j,-0.3152428865+0.2839940190j,-1.0500047207+0.5096592307j,-0.8414002657+0.5496797562j,-0.7214656472+0.3568751216j,-0.4610364437+0.0109458501j,-0.0969791412-0.3338561058j,0.1514543742-0.5326398015j,-0.0117176073-0.5175908208j,0.3114996254-0.3190021813j,-0.0678353980-0.0378141515j,-0.0773454532+0.2086373419j,0.0380127914+0.3378553092j,0.0999380946+0.3282862902j,-0.1961861104+0.2144175321j,-0.1648022532+0.0601512454j,-0.1267523468-0.0729545355j,-0.4731906354-0.1479746997j,0.0144112492-0.1588307321j,-0.1486154199-0.1226050407j,0.0230358522-0.0654698610j,0.0315346159-0.0101610608j,0.0943956375+0.0303528253j,0.0190873072+0.0527129509j,0.0589475110+0.0592892617j,-0.0975532755+0.0540415756j,-0.0892811269+0.0403308794j,0.0189495198+0.0209273640j,-0.1080360711-0.0009623478j,-0.0600263216-0.0211075116j,-0.0316749401-0.0348678641j,-0.0047377106-0.0387494415j,0.0672700480-0.0319568738j,-0.0294615589-0.0169844553j,0.0338425450+0.0011578925j,0.0383265316+0.0167569369j,-0.0232937001+0.0254246555j,-0.0457245745+0.0254809931j,-0.0397380404+0.0181976929j,-0.0567955375+0.0069506778j,-0.0673675761-0.0042349589j,-0.0430247374-0.0121055562j,-0.0366901942-0.0150589952j,0.0002009745-0.0132884746j,-0.0074861464-0.0083110742j,0.0081196902-0.0021948544j,-0.0229540374+0.0031790184j,0.0022538402+0.0065920469j,0.0239819977+0.0076345382j,-0.0379010960+0.0065861084j,0.0092858346+0.0041564293j,-0.0311647989+0.0012057961j,0.0244278740-0.0014797031j,-0.0022675206-0.0033322636j,0.0347350277-0.0040702387j,-0.0301065780-0.0037037898j,0.0236515421-0.0024900080j,0.0057215896-0.0008472012j,-0.0062229834+0.0007576576j,0.0103536975+0.0019258350j,-0.0110005112+0.0024199917j,0.0115623772+0.0022088836j,-0.0070994855+0.0014523942j,0.0092130871+0.0004345269j,0.0082899556-0.0005315701j,0.0142618427-0.0011951091j,-0.0087437322-0.0014284283j,-0.0136029599-0.0012428911j,-0.0010005881-0.0007620566j,-0.0034827974-0.0001673537j,-0.0037712450+0.0003626697j,-0.0098478990+0.0007005411j,0.0023962087+0.0007942122j,0.0012638621+0.0006657772j,-0.0106017496+0.0003905814j,0.0035261642+0.0000668128j,-0.0047071790-0.0002142165j,0.0033379318-0.0003896420j,-0.0074018426-0.0004349735j,-0.0041780281-0.0003626073j,-0.0032030204-0.0002117735j,0.0033075125-0.0000340413j,-0.0015772240+0.0001214234j,0.0046604327+0.0002194315j,0.0044557890+0.0002450547j,0.0024725730+0.0002039963j,-0.0001044437+0.0001178488j,0.0008146476+0.0000161264j,-0.0025481165-0.0000724964j,0.0025114655-0.0001274089j,0.0014953432-0.0001401051j,-0.0013993435-0.0001144436j,-0.0000457611-0.0000636160j,0.0061358702-0.0000051380j,0.0017298005+0.0000444823j,0.0029193088+0.0000739110j,-0.0009224403+0.0000790645j
-0.6346902847-0.0130570885j,-1.0042369366-0.3594877422j,-1.1971070766-0.5513387918j,-0.6791831255-0.5096154213j,-0.4162677824-0.2826763690j,0.7635388374-0.0266959369j,1.4358078241+0.0880846605j,2.2816390991+0.0000000000j,1.3554619551-0.0876395255j,0.3730924726+0.0280638561j,-0.3152428865+0.2839940190j,-1.0500047207+0.5096592307j,-0.8414002657+0.5496797562j,-0.7214656472+0.3568751216j,-0.4610364437+0.0109458501j,-0.0969791412-0.3338561058j,0.1514543742-0.5326398015j,-0.0117176073-0.5175908208j,0.3114996254-0.3190021813j,-0.0678353980-0.0378141515j,-0.0773454532+0.2086373419j,0.0380127914+0.3378553092j,0.0999380946+0.3282862902j,-0.1961861104+0.2144175321j,-0.1648022532+0.0601512454j,-0.1267523468-0.0729545355j,-0.4731906354-0.1479746997j,0.0144112492-0.1588307321j,-0.1486154199-0.1226050407j,0.0230358522-0.0654698610j,0.0315346159-0.0101610608j,0.0943956375+0.0303528253j,0.0190873072+0.0527129509j,0.0589475110+0.0592892617j,-0.0975532755+0.0540415756j,-0.0892811269+0.0403308794j,0.0189495198+0.0209273640j,-0.1080360711-0.0009623478j,-0.0600263216-0.0211075116j,-0.0316749401-0.0348678641j,-0.0047377106-0.0387494415j,0.0672700480-0.0319568738j,-0.0294615589-0.0169844553j,0.0338425450+0.0011578925j,0.0383265316+0.0167569369j,-0.0232937001+0.0254246555j,-0.0457245745+0.0254809931j,-0.0397380404+0.0181976929j,-0.0567955375+0.0069506778j,-0.0673675761-0.0042349589j,-0.0430247374-0.0121055562j,-0.0366901942-0.0150589952j,0.0002009745-0.0132884746j,-0.0074861464-0.0083110742j,0.0081196902-0.0021948544j,-0.0229540374+0.0031790184j,0.0022538402+0.0065920469j,0.0239819977+0.0076345382j,-0.0379010960+0.0065861084j,0.0092858346+0.0041564293j,-0.0311647989+0.0012057961j,0.0244278740-0.0014797031j,-0.0022675206-0.0033322636j,0.0347350277-0.0040702387j,-0.0301065780-0.0037037898j,0.0236515421-0.0024900080j,0.0057215896-0.0008472012j,-0.0062229834+0.0007576576j,0.0103536975+0.0019258350j,-0.0110005112+0.0024199917j,0.0115623772+0.0022088836j,-0.0070994855+0.0014523942j,0.0092130871+0.0004345269j,0.0082899556-0.0005315701j,0.0142618427-0.0011951091j,-0.0087437322-0.0014284283j,-0.0136029599-0.0012428911j,-0.0010005881-0.0007620566j,-0.0034827974-0.0001673537j,-0.0037712450+0.0003626697j,-0.0098478990+0.0007005411j,0.0023962087+0.0007942122j,0.0012638621+0.0006657772j,-0.0106017496+0.0003905814j,0.0035261642+0.0000668128j,-0.0047071790-0.0002142165j,0.0033379318-0.0003896420j,-0.0074018426-0.0004349735j,-0.0041780281-0.0003626073j,-0.0032030204-0.0002117735j,0.0033075125-0.0000340413j,-0.0015772240+0.0001214234j,0.0046604327+0.0002194315j,0.0044557890+0.0002450547j,0.0024725730+0.0002039963j,-0.0001044437+0.0001178488j,0.0008146476+0.0000161264j,-0.0025481165-0.0000724964j,0.0025114655-0.0001274089j,0.0014953432-0.0001401051j,-0.0013993435-0.0001144436j,-0.0000457611-0.0000636160j,0.0061358702-0.0000051380j,0.0017298005+0.0000444823j,0.0029193088+0.0000739110j
0.0169181731+0.3334762156j,-0.6346902847-0.0130570885j,-1.0042369366-0.3594877422j,-1.1971070766-0.5513387918j,-0.6791831255-0.5096154213j,-0.4162677824-0.2826763690j,0.7635388374-0.0266959369j,1.4358078241+0.0880846605j,2.2816390991+0.0000000000j,1.3554619551-0.0876395255j,0.3730924726+0.0280638561j,-0.3152428865+0.2839940190j,-1.0500047207+0.5096592307j,-0.8414002657+0.5496797562j,-0.7214656472+0.3568751216j,-0.4610364437+0.0109458501j,-0.0969791412-0.3338561058j,0.1514543742-0.5326398015j,-0.0117176073-0.5175908208j,0.3114996254-0.3190021813j,-0.0678353980-0.0378141515j,-0.0773454532+0.2086373419j,0.0380127914+0.3378553092j,0.0999380946+0.3282862902j,-0.1961861104+0.2144175321j,-0.1648022532+0.0601512454j,-0.1267523468-0.0729545355j,-0.4731906354-0.1479746997j,0.0144112492-0.1588307321j,-0.1486154199-0.1226050407j,0.0230358522-0.0654698610j,0.0315346159-0.0101610608j,0.0943956375+0.0303528253j,0.0190873072+0.0527129509j,0.0589475110+0.0592892617j,-0.0975532755+0.0540415756j,-0.0892811269+0.0403308794j,0.0189495198+0.0209273640j,-0.1080360711-0.0009623478j,-0.0600263216-0.0211075116j,-0.0316749401-0.0348678641j,-0.0047377106-0.0387494415j,0.0672700480-0.0319568738j,-0.0294615589-0.0169844553j,0.0338425450+0.0011578925j,0.0383265316+0.0167569369j,-0.0232937001+0.0254246555j,-0.0457245745+0.0254809931j,-0.0397380404+0.0181976929j,-0.0567955375+0.0069506778j,-0.0673675761-0.0042349589j,-0.0430247374-0.0121055562j,-0.0366901942-0.0150589952j,0.0002009745-0.0132884746j,-0.0074861464-0.0083110742j,0.0081196902-0.0021948544j,-0.0229540374+0.0031790184j,0.0022538402+0.0065920469j,0.0239819977+0.0076345382j,-0.0379010960+0.0065861084j,0.0092858346+0.0041564293j,-0.0311647989+0.0012057961j,0.0244278740-0.0014797031j,-0.0022675206-0.0033322636j,0.0347350277-0.0040702387j,-0.0301065780-0.0037037898j,0.0236515421-0.0024900080j,0.0057215896-0.0008472012j,-0.0062229834+0.0007576576j,0.0103536975+0.0019258350j,-0.0110005112+0.0024199917j,0.0115623772+0.0022088836j,-0.0070994855+0.0014523942j,0.0092130871+0.0004345269j,0.0082899556-0.0005315701j,0.0142618427-0.0011951091j,-0.0087437322-0.0014284283j,-0.0136029599-0.0012428911j,-0.0010005881-0.0007620566j,-0.0034827974-0.0001673537j,-0.0037712450+0.0003626697j,-0.0098478990+0.0007005411j,0.0023962087+0.0007942122j,0.0012638621+0.0006657772j,-0.0106017496+0.0003905814j,0.0035261642+0.0000668128j,-0.0047071790-0.0002142165j,0.0033379318-0.0003896420j,-0.0074018426-0.0004349735j,-0.0041780281-0.0003626073j,-0.0032030204-0.0002117735j,0.0033075125-0.0000340413j,-0.0015772240+0.0001214234j,0.0046604327+0.0002194315j,0.0044557890+0.0002450547j,0.0024725730+0.0002039963j,-0.0001044437+0.0001178488j,0.0008146476+0.0000161264j,-0.0025481165-0.0000724964j,0.0025114655-0.0001274089j,0.0014953432-0.0001401051j,-0.0013993435-0.0001144436j,-0.0000457611-0.0000636160j,0.0061358702-0.0000051380j,0.0017298005+0.0000444823j
